user_id,event_id
2235,2137774
2222,2136666
2257,2136741
2257,2137830
2282,2136275
2302,2137852
2366,2136771
2347,2137898
2368,2137909
2370,2137917
2367,2137947
2330,2137949
2378,2137969
2356,2136082
2319,2137997
2309,2137986
2374,2138061
2350,2138072
2364,2136628
2364,2136655
2346,2138175
2367,2138179
2341,2138196
2365,2136649
2366,2137233
2587,2138579
2621,2138619
2596,2138630
2587,2138632
2645,2138639
2633,2138649
2655,2138657
3064,2139537
3103,2139544
3059,2139598
3070,2139615
3050,2139623
3047,2136252
3103,2139681
3070,2139694
3053,2139711
3088,2139718
3420,2141190
3473,2141195
3389,2141199
3427,2141179
3414,2141192
3390,2141224
3473,2141256
3444,2141259
3434,2141262
3437,2141284
3419,2141311
3437,2141319
3375,2141312
3447,2141345
3470,2141363
3397,2141386
3470,2141413
3470,2141422
3470,2141430
3470,2141457
3440,2141475
3440,2141479
3390,2141387
3440,2141494
3446,2141503
3566,2141540
3531,2141576
3541,2141588
3525,2141591
3480,2141598
3559,2141606
3519,2141626
3542,2141635
3503,2141625
3551,2141672
3568,2141684
3555,2141700
3546,2141709
3525,2141716
3528,2141707
3489,2141722
3513,2141763
3557,2141767
3519,2141797
3519,2141804
3513,2141806
3525,2141809
3525,2141816
3519,2141842
3674,2142640
3674,2142650
3674,2142655
3674,2142660
3674,2142665
3756,2142669
3768,2136213
3820,2142708
3826,2142751
3823,2142731
3770,2142769
3780,2142809
3826,2142826
3803,2140923
3817,2142866
3792,2142879
3831,2142888
3760,2142890
3786,2142896
4060,2143803
4060,2143833
4039,2143837
4082,2143841
4060,2143864
4119,2143872
4082,2143905
4110,2143922
4512,2144899
4523,2144910
4541,2144921
4544,2144936
4517,2144956
4544,2144962
4547,2144977
4544,2144990
4544,2145005
4533,2145011
4526,2145027
4980,2139535
4986,2145888
5031,2145903
4979,2136771
5021,2145908
5000,2143404
5030,2135588
4976,2145225
4992,2145981
4982,2136579
4978,2146002
5032,2146008
5018,2146014
4976,2146021
5018,2137568
4976,2146025
5021,2146041
4992,2146042
5021,2146046
5021,2146050
4976,2146055
4976,2145526
4976,2144820
4976,2145562
4976,2146073
4976,2145183
5079,2135239
5102,2146095
5102,2146103
5062,2146107
5119,2146121
5064,2146145
5077,2135985
5067,2146157
5078,2146160
5078,2146165
5120,2144647
5099,2146182
5118,2146188
5134,2146196
5076,2146207
5076,2146212
5076,2146217
5157,2146222
5194,2146227
5176,2146236
5209,2140020
5233,2146277
5224,2146297
5157,2146308
5244,2146309
5212,2146337
5212,2136881
5191,2146354
5232,2146364
5242,2146372
5191,2146376
5391,2137017
1023,2133249
1073,2133374
1090,2133505
1065,2133514
1051,2133531
1049,2133547
1072,2133554
1072,2133572
1059,2133584
1044,2133590
1058,2133599
1059,2133602
2225,2137553
2285,2136758
2273,2137619
2287,2137409
2226,2137640
2225,2137662
2225,2137701
2279,2137709
2291,2136341
2291,2136357
2249,2136394
2225,2137782
2639,2138591
2657,2138606
2576,2138613
2604,2138631
2613,2138651
3100,2139543
3116,2139609
3073,2139613
3067,2139616
3066,2139639
3044,2139649
3073,2139647
3080,2139652
3048,2139702
3066,2139727
3083,2139734
3101,2139742
3066,2139793
3099,2139807
3380,2141184
3444,2141220
3419,2141221
3397,2141233
3475,2141244
3375,2141276
3419,2141280
3427,2141283
3440,2141291
3472,2141289
3470,2141292
3380,2141286
3373,2141351
3434,2141365
3413,2141364
3373,2141372
3440,2141383
3375,2141388
3397,2141394
3431,2141401
3375,2141412
3375,2141426
3674,2142658
3674,2142663
3760,2142668
3797,2142688
3817,2142700
3790,2142676
3796,2142713
3768,2142758
3823,2142791
3768,2136188
3820,2142797
3769,2142848
3817,2142854
3811,2142345
3769,2141599
3826,2142881
3796,2142914
3788,2142920
3831,2142948
3817,2142952
3786,2142956
3831,2142960
3817,2142977
4080,2143869
4038,2143878
4063,2143893
4066,2143901
4126,2143920
4089,2141259
4042,2141886
4050,2143937
4078,2142261
4108,2143963
4050,2143980
4126,2143990
4526,2145002
4519,2145008
4521,2145025
4533,2145034
4533,2145041
4533,2145051
4533,2145060
4517,2145065
4521,2145074
4998,2145882
4978,2145885
5010,2136251
5010,2136270
4969,2145927
5446,2133743
5462,2139539
5446,2146681
5445,2146694
5427,2146702
5414,2145474
5419,2140878
5427,2146762
5460,2139715
5386,2146782
5404,2146787
5419,2141826
5920,2147597
5916,2140529
5853,2136535
5992,2147659
5977,2147662
5909,2147680
5938,2133374
5996,2147700
5920,2147704
5873,2147718
5920,2147726
5920,2147735
5984,2147744
5900,2147748
5900,2147755
5865,2147762
5920,2140369
7970,2136376
7970,2136399
7891,2148415
7761,2148419
7883,2148426
9697,2149867
9697,2149885
9697,2149888
9697,2149890
9697,2149893
9697,2149896
9697,2149899
9697,2149902
9697,2149905
9697,2149908
9697,2149911
9697,2149914
9697,2149917
9689,2149919
9689,2149922
9689,2149925
9689,2149928
9697,2149932
9697,2149938
9697,2149944
9697,2149950
9697,2149956
9697,2149962
9697,2149967
9697,2149972
9697,2149977
9697,2149982
9697,2149987
9697,2149992
9697,2149997
9697,2150002
9697,2150007
10394,2150009
10394,2150014
10394,2150017
10594,2144389
10394,2150027
10394,2150032
10595,2150036
10595,2140358
11429,2150528
11429,2150533
11429,2150538
11429,2150543
11429,2150548
11429,2150553
11429,2150558
11429,2150563
11429,2150568
11429,2150573
11526,2150577
11551,2150587
12046,2151006
12046,2151041
11907,2151048
11907,2151057
12181,2151063
12227,2151065
12402,2151069
12391,2151116
12206,2151126
12382,2151130
12181,2151141
12239,2151144
12219,2151173
12271,2151178
12271,2140184
12206,2151184
12271,2151190
12206,2151202
12405,2136676
12405,2146989
12552,2151212
12633,2151214
12617,2151226
12505,2151237
12940,2133209
12902,2151465
1082,2133271
1040,2133483
1072,2133565
1059,2133570
1090,2133578
1044,2133280
1044,2133301
1003,2133604
1003,2133632
1058,2133432
1090,2133685
1066,2133690
1066,2133695
1066,2133700
1058,2133706
1101,2133379
1102,2133713
1146,2133721
1147,2133733
1141,2133402
1147,2133779
1142,2133802
1112,2133800
1118,2133825
1112,2133216
1095,2133871
1163,2133438
1164,2133948
1143,2133566
1112,2133671
1134,2133352
1112,2133258
1116,2134010
1164,2133779
2221,2133753
2268,2137560
2271,2136463
2280,2137643
2221,2133811
2270,2136567
2248,2136771
2270,2136495
2269,2137705
2293,2137710
2270,2136524
2604,2138594
2640,2138593
2648,2138604
2660,2138675
2637,2138682
2663,2138687
3063,2139521
3090,2139556
3067,2139523
3041,2139559
3096,2139604
3041,2139670
3108,2139661
3099,2139764
3064,2139797
3054,2135808
3083,2139602
3083,2139629
3053,2139848
3088,2139854
3088,2139862
3099,2139867
3121,2139646
3135,2139877
3170,2139903
3143,2139900
3173,2139921
3148,2139878
3149,2139888
3190,2139926
3142,2139940
3176,2139951
3166,2139960
3137,2139993
3163,2140015
3137,2140026
3138,2140024
3184,2139950
3173,2140069
3170,2140076
3184,2140090
3167,2140099
3188,2140123
3137,2140134
3135,2140148
3140,2140078
3413,2141216
3447,2141242
3414,2141249
3474,2141254
3459,2141271
3437,2141275
3390,2141288
3466,2141309
3466,2141323
3375,2141340
3470,2141404
3431,2141409
3431,2141417
3403,2141434
3403,2141441
3375,2140527
3384,2141462
3384,2141469
3401,2141482
3384,2141486
3401,2141496
3440,2141498
3446,2136115
3534,2141517
3514,2141514
3540,2141516
3568,2141541
3533,2141559
3770,2142683
3781,2142673
3796,2142680
3772,2142671
3834,2141215
3771,2142693
3770,2142721
3829,2142728
3832,2142734
3762,2142755
3829,2142764
3786,2142774
3820,2142781
3816,2142802
3817,2142816
3772,2142825
3787,2142856
3803,2142868
3777,2142945
3789,2141113
3850,2142995
3893,2143000
3874,2143003
3900,2143023
3881,2143027
3890,2143005
3848,2143060
3889,2143111
3909,2143166
3905,2143171
4045,2143941
4050,2143957
4038,2143958
4063,2143974
4063,2143983
4126,2143996
4126,2144005
4126,2144014
4073,2141113
4067,2144020
4126,2144026
4116,2144058
4067,2144076
4108,2144088
4063,2144091
4063,2144099
4063,2144101
4141,2144109
4187,2144138
4173,2144145
4158,2141326
4136,2144149
4128,2144198
4199,2144212
4136,2144208
4173,2144236
4199,2144257
4173,2144265
4130,2144276
4184,2144285
4136,2144289
4173,2144307
4173,2144329
4178,2144342
4136,2144344
4178,2144346
4136,2144353
4184,2144358
4190,2144363
4184,2144364
4190,2144365
4224,2144371
4311,2144399
4293,2144427
4282,2144430
4236,2144443
4324,2144449
4279,2144456
4236,2144468
4262,2144484
4279,2144501
4282,2144508
4228,2144517
4517,2145044
4517,2145053
4521,2145066
4529,2145070
4544,2145075
4519,2145083
4529,2145093
4488,2145103
4534,2145122
4534,2145130
4534,2145138
4534,2145147
4534,2145155
4521,2145172
4534,2145193
4544,2145208
4521,2145219
4529,2145222
4521,2145230
4521,2145238
4521,2145246
4544,2145249
4544,2145252
4544,2145258
1073,2133461
1049,2133530
1007,2133563
1065,2133576
1044,2133579
1072,2133271
1090,2133600
1090,2133394
1090,2133590
1090,2133622
1090,2133280
1090,2133301
1066,2133397
1066,2133448
1090,2133658
1090,2133671
2229,2137570
2251,2137578
2232,2137574
2282,2137598
2225,2137599
2270,2136521
2280,2137660
2296,2136653
2280,2137702
2229,2136538
2285,2136575
2227,2136203
2267,2137743
2227,2137748
2279,2137759
2605,2138595
2662,2138607
2596,2138590
2581,2138602
2613,2138599
2624,2138637
2596,2138644
2663,2138667
2608,2138677
3066,2139557
3092,2139600
3053,2139614
3038,2139618
3089,2139608
3100,2139558
3077,2139643
3066,2139679
3041,2139697
3064,2139719
3053,2139752
3101,2139756
3449,2141203
3426,2141230
3473,2141238
3439,2141240
3380,2141251
3816,2142692
3776,2142696
3810,2142686
3819,2142732
3810,2142777
3817,2142798
3769,2141552
3781,2142821
3816,2142835
3826,2142844
3788,2142849
3796,2142862
3817,2142882
3803,2142902
3769,2141799
3831,2142916
4089,2141220
4110,2143982
4110,2143992
4110,2143998
4110,2144007
4110,2144011
4126,2144044
4067,2144057
4110,2144061
4110,2144071
4550,2145045
4550,2145055
5000,2145883
5000,2145895
5001,2145900
5018,2137159
4999,2145914
5018,2145850
5032,2145956
5032,2145968
5018,2137165
4978,2136575
4978,2136587
5018,2136617
4978,2136534
5021,2146035
5021,2140409
5453,2146647
5404,2146655
5395,2146678
5375,2146707
5427,2146741
5427,2146751
5856,2147600
5938,2133216
5922,2147621
5885,2147634
5862,2147631
5997,2137409
5977,2147637
5884,2133507
5993,2144700
5853,2138042
5909,2136051
5920,2147713
5913,2147730
5913,2147738
5913,2147747
5913,2140671
5984,2147783
5984,2147798
5984,2147803
5984,2147810
6090,2147852
6025,2147848
6113,2147863
6153,2147873
6096,2147896
6055,2140099
6055,2139896
7976,2148381
7976,2148400
7916,2148406
7960,2148413
7891,2148421
8061,2148429
8061,2148466
7891,2148474
8061,2148481
7891,2148484
8061,2148489
8061,2148494
8061,2148499
8061,2148504
8116,2135225
8280,2148525
8418,2148528
8207,2148558
8115,2135741
8320,2135529
8125,2148591
8125,2148595
8125,2148597
8125,2148600
8125,2148602
8125,2148606
8125,2148608
8125,2148612
8125,2148628
8125,2148639
8115,2135786
8125,2148650
8125,2148655
8125,2148660
8785,2148665
8734,2148684
8785,2148700
8734,2148705
8734,2148709
8734,2148713
8734,2148717
9689,2149868
9689,2149616
9689,2149628
9689,2149931
9689,2149937
9689,2149943
9689,2149949
9689,2149955
9697,2149628
9697,2149969
9697,2149974
9697,2149979
9697,2149984
9697,2149989
9697,2149994
9697,2149999
9697,2150004
10437,2134140
10595,2150021
10394,2150023
10595,2150028
10595,2150034
10595,2150038
10595,2150043
11543,2150578
11551,2150583
11501,2150591
11624,2150595
11650,2150602
11682,2150606
11682,2150613
11701,2150618
11711,2150619
11701,2150626
11722,2150630
11833,2150635
11829,2150638
11863,2150642
11756,2150654
11749,2150672
11846,2150674
11851,2136623
11738,2150690
11756,2150708
12279,2151067
12381,2140701
12271,2151074
12181,2151083
12279,2151085
12381,2151103
12181,2151118
12937,2151440
1032,2133475
1012,2133477
1059,2133360
1040,2133524
1007,2133551
1036,2133562
2249,2137558
2271,2136499
2287,2137538
2227,2136484
2229,2137600
2248,2137577
2285,2136469
2287,2137390
2296,2136588
2282,2137419
2287,2137424
2274,2137672
2279,2136499
2268,2136178
2226,2136944
2229,2136587
2235,2136653
2244,2136729
2244,2136707
2285,2136748
2608,2138596
2603,2138609
2624,2138620
2645,2138624
2616,2138627
2603,2138638
2660,2138652
2643,2138656
2639,2138663
2660,2138685
3083,2139760
3088,2139770
3048,2136244
3099,2139791
3403,2141285
3475,2141305
3460,2141314
3470,2141333
3427,2141338
3397,2141342
3439,2141358
3459,2141361
3415,2141387
3415,2141405
3457,2141416
3457,2141425
3775,2142690
3769,2142685
3774,2142716
3769,2142740
3774,2142742
3796,2142737
3832,2142753
3816,2142784
3799,2142794
3792,2142812
3816,2142846
3803,2142845
3811,2142377
3820,2142892
3803,2142910
3769,2141806
4060,2143987
4063,2144008
4063,2144018
4081,2144034
4108,2144048
4126,2144052
4515,2145035
4515,2145064
4534,2145068
4505,2144494
4519,2145098
4534,2145109
4534,2145115
4544,2145123
4544,2145131
4544,2145141
4544,2145149
4544,2145157
4529,2145159
4521,2145166
4523,2145174
4521,2145180
4550,2145189
4521,2145198
4529,2145200
4519,2145207
4529,2145209
4521,2145214
4529,2145217
5018,2137155
4978,2145917
5001,2145921
4992,2145946
5021,2145955
5021,2145963
5021,2145971
5031,2135635
5032,2145993
5021,2145997
5414,2146657
5414,2146671
5398,2146706
5398,2146722
5400,2144451
5449,2136623
5460,2139748
5395,2133891
5395,2146804
5391,2146818
5441,2146824
5391,2137322
5493,2136108
5503,2141217
5480,2135790
5493,2146852
5510,2146854
5922,2147641
5997,2137424
5856,2147655
7960,2136844
7960,2136901
7976,2148409
9987,2149869
11501,2150575
11501,2150590
11704,2150593
12206,2151064
12239,2151076
12382,2151082
12239,2151110
12271,2151115
12381,2151125
12219,2151128
12929,2151443
12914,2151463
12899,2151470
12968,2151474
12902,2151487
12922,2133313
13223,2135915
13186,2139946
13231,2151736
13227,2151760
13463,2151808
13463,2151816
13463,2151822
17649,2142069
16966,2152048
17305,2152058
17869,2150085
16966,2152085
16940,2152087
17869,2150091
16966,2152095
18685,2152100
19018,2152321
19018,2152335
19018,2152340
19046,2152350
19071,2134454
19077,2152377
19046,2152383
19053,2152397
19066,2152399
19132,2152411
19077,2152415
19053,2152418
19066,2152427
19077,2152428
19066,2152435
19156,2152439
19156,2152448
19046,2152451
19156,2135751
19046,2152468
19156,2152472
19156,2152478
19046,2152481
19156,2152486
